"hotspot_id","timestamp","filt_thermal16","filt_thermal8","filt_color","x_pos","y_pos","thumb_left","thumb_top","thumb_right","thumb_bottom","hotspot_type","species_id"
"97002","20160408000245.415GMT","CHESS_FL1_P_160408_000245.415_THERM-16BIT.PNG","CHESS_FL1_P_160408_000245.415_THERM-8BIT-N.PNG","CHESS_FL1_P_160408_000245.415_COLOR-8-BIT.JPG",574,172,6136,421,6648,933,"Animal","Bearded Seal"
"96999","20160408000245.415GMT","CHESS_FL1_P_160408_000245.415_THERM-16BIT.PNG","CHESS_FL1_P_160408_000245.415_THERM-8BIT-N.PNG","CHESS_FL1_P_160408_000245.415_COLOR-8-BIT.JPG",493,139,5284,52,5796,564,"Anomaly","NA"
"97000","20160408000245.415GMT","CHESS_FL1_P_160408_000245.415_THERM-16BIT.PNG","CHESS_FL1_P_160408_000245.415_THERM-8BIT-N.PNG","CHESS_FL1_P_160408_000245.415_COLOR-8-BIT.JPG",534,153,5658,208,6170,720,"Anomaly","NA"
"98899","20160408004246.654GMT","CHESS_FL1_P_160408_004246.654_THERM-16BIT.PNG","CHESS_FL1_P_160408_004246.654_THERM-8BIT-N.PNG","CHESS_FL1_P_160408_004247.424_COLOR-8-BIT.JPG",408,77,3634,2894,4146,3406,"Anomaly","NA"
"99410","20160408005429.972GMT","CHESS_FL1_P_160408_005429.972_THERM-16BIT.PNG","CHESS_FL1_P_160408_005429.972_THERM-8BIT-N.PNG","CHESS_FL1_P_160408_005429.972_COLOR-8-BIT.JPG",116,307,604,2852,1116,3364,"Anomaly","NA"
"99408","20160408005429.972GMT","CHESS_FL1_P_160408_005429.972_THERM-16BIT.PNG","CHESS_FL1_P_160408_005429.972_THERM-8BIT-N.PNG","CHESS_FL1_P_160408_005429.972_COLOR-8-BIT.JPG",106,307,411,2806,923,3318,"Anomaly","NA"
"99409","20160408005429.972GMT","CHESS_FL1_P_160408_005429.972_THERM-16BIT.PNG","CHESS_FL1_P_160408_005429.972_THERM-8BIT-N.PNG","CHESS_FL1_P_160408_005429.972_COLOR-8-BIT.JPG",403,90,4040,223,4552,735,"Anomaly","NA"
"99978","20160408010516.588GMT","CHESS_FL1_P_160408_010516.588_THERM-16BIT.PNG","CHESS_FL1_P_160408_010516.588_THERM-8BIT-N.PNG","CHESS_FL1_P_160408_010516.588_COLOR-8-BIT.JPG",467,309,4839,2777,5351,3289,"Anomaly","NA"
"136156","20160407233031.429GMT","CHESS_FL1_S_160407_233031.429_THERM-16BIT.PNG","CHESS_FL1_S_160407_233031.429_THERM-8BIT-N.PNG","CHESS_FL1_S_160407_233031.429_COLOR-8-BIT.JPG",550,177,5344,1194,5856,1706,"Anomaly","NA"
"136167","20160407233101.371GMT","CHESS_FL1_S_160407_233101.371_THERM-16BIT.PNG","CHESS_FL1_S_160407_233101.371_THERM-8BIT-N.PNG","CHESS_FL1_S_160407_233101.371_COLOR-8-BIT.JPG",447,458,4234,3859,4746,4371,"Anomaly","NA"
"136166","20160407233101.371GMT","CHESS_FL1_S_160407_233101.371_THERM-16BIT.PNG","CHESS_FL1_S_160407_233101.371_THERM-8BIT-N.PNG","CHESS_FL1_S_160407_233100.605_COLOR-8-BIT.JPG",553,501,4723,658,5235,1170,"Anomaly","NA"
"136237","20160407233303.626GMT","CHESS_FL1_S_160407_233303.626_THERM-16BIT.PNG","CHESS_FL1_S_160407_233303.626_THERM-8BIT-N.PNG","CHESS_FL1_S_160407_233303.626_COLOR-8-BIT.JPG",469,274,4449,2234,4961,2746,"Anomaly","NA"
"136238","20160407233303.626GMT","CHESS_FL1_S_160407_233303.626_THERM-16BIT.PNG","CHESS_FL1_S_160407_233303.626_THERM-8BIT-N.PNG","CHESS_FL1_S_160407_233304.425_COLOR-8-BIT.JPG",582,30,5743,-197,6255,315,"Anomaly","NA"
"136263","20160407233334.360GMT","CHESS_FL1_S_160407_233334.360_THERM-16BIT.PNG","CHESS_FL1_S_160407_233334.360_THERM-8BIT-N.PNG","CHESS_FL1_S_160407_233334.360_COLOR-8-BIT.JPG",93,103,1041,233,1553,745,"Anomaly","NA"
"136799","20160407234501.402GMT","CHESS_FL1_S_160407_234501.402_THERM-16BIT.PNG","CHESS_FL1_S_160407_234501.402_THERM-8BIT-N.PNG","CHESS_FL1_S_160407_234501.402_COLOR-8-BIT.JPG",166,394,1579,2899,2091,3411,"Anomaly","NA"
"137028","20160407235430.828GMT","CHESS_FL1_S_160407_235430.828_THERM-16BIT.PNG","CHESS_FL1_S_160407_235430.828_THERM-8BIT-N.PNG","CHESS_FL1_S_160407_235430.828_COLOR-8-BIT.JPG",435,119,4273,571,4785,1083,"Anomaly","NA"
"137162","20160407235730.387GMT","CHESS_FL1_S_160407_235730.387_THERM-16BIT.PNG","CHESS_FL1_S_160407_235730.387_THERM-8BIT-N.PNG","CHESS_FL1_S_160407_235730.387_COLOR-8-BIT.JPG",433,487,4229,3866,4741,4378,"Anomaly","NA"
"137175","20160407235829.483GMT","CHESS_FL1_S_160407_235829.483_THERM-16BIT.PNG","CHESS_FL1_S_160407_235829.483_THERM-8BIT-N.PNG","CHESS_FL1_S_160407_235829.483_COLOR-8-BIT.JPG",549,173,5257,874,5769,1386,"Anomaly","NA"
"137339","20160408000333.417GMT","CHESS_FL1_S_160408_000333.417_THERM-16BIT.PNG","CHESS_FL1_S_160408_000333.417_THERM-8BIT-N.PNG","CHESS_FL1_S_160408_000333.959_COLOR-8-BIT.JPG",590,7,5144,890,5656,1402,"Anomaly","NA"
"137397","20160408000423.988GMT","CHESS_FL1_S_160408_000423.988_THERM-16BIT.PNG","CHESS_FL1_S_160408_000423.988_THERM-8BIT-N.PNG","CHESS_FL1_S_160408_000423.988_COLOR-8-BIT.JPG",120,223,1602,1935,2114,2447,"Anomaly","NA"
"137875","20160408001148.048GMT","CHESS_FL1_S_160408_001148.048_THERM-16BIT.PNG","CHESS_FL1_S_160408_001148.048_THERM-8BIT-N.PNG","CHESS_FL1_S_160408_001148.048_COLOR-8-BIT.JPG",327,238,2964,2194,3476,2706,"Anomaly","NA"
"138192","20160408002036.707GMT","CHESS_FL1_S_160408_002036.707_THERM-16BIT.PNG","CHESS_FL1_S_160408_002036.707_THERM-8BIT-N.PNG","CHESS_FL1_S_160408_002036.707_COLOR-8-BIT.JPG",394,232,3804,1834,4316,2346,"Anomaly","NA"
"138210","20160408002127.729GMT","CHESS_FL1_S_160408_002127.729_THERM-16BIT.PNG","CHESS_FL1_S_160408_002127.729_THERM-8BIT-N.PNG","CHESS_FL1_S_160408_002127.729_COLOR-8-BIT.JPG",113,312,929,2004,1441,2516,"Anomaly","NA"
"138456","20160408002821.849GMT","CHESS_FL1_S_160408_002821.849_THERM-16BIT.PNG","CHESS_FL1_S_160408_002821.849_THERM-8BIT-N.PNG","CHESS_FL1_S_160408_002821.849_COLOR-8-BIT.JPG",507,143,5019,497,5531,1009,"Anomaly","NA"
"138463","20160408002924.033GMT","CHESS_FL1_S_160408_002924.033_THERM-16BIT.PNG","CHESS_FL1_S_160408_002924.033_THERM-8BIT-N.PNG","CHESS_FL1_S_160408_002924.820_COLOR-8-BIT.JPG",476,42,4897,2777,5409,3289,"Anomaly","NA"
"138500","20160408003251.257GMT","CHESS_FL1_S_160408_003251.257_THERM-16BIT.PNG","CHESS_FL1_S_160408_003251.257_THERM-8BIT-N.PNG","CHESS_FL1_S_160408_003251.257_COLOR-8-BIT.JPG",269,221,2473,1065,2985,1577,"Anomaly","NA"
"138843","20160408004520.016GMT","CHESS_FL1_S_160408_004520.016_THERM-16BIT.PNG","CHESS_FL1_S_160408_004520.016_THERM-8BIT-N.PNG","CHESS_FL1_S_160408_004520.016_COLOR-8-BIT.JPG",447,193,4752,1256,5264,1768,"Anomaly","NA"
"138995","20160408005023.382GMT","CHESS_FL1_S_160408_005023.382_THERM-16BIT.PNG","CHESS_FL1_S_160408_005023.382_THERM-8BIT-N.PNG","CHESS_FL1_S_160408_005023.382_COLOR-8-BIT.JPG",284,305,2795,2804,3307,3316,"Anomaly","NA"
"138994","20160408005023.382GMT","CHESS_FL1_S_160408_005023.382_THERM-16BIT.PNG","CHESS_FL1_S_160408_005023.382_THERM-8BIT-N.PNG","CHESS_FL1_S_160408_005023.382_COLOR-8-BIT.JPG",301,310,2763,2763,3275,3275,"Anomaly","NA"
"139005","20160408005045.338GMT","CHESS_FL1_S_160408_005045.338_THERM-16BIT.PNG","CHESS_FL1_S_160408_005045.338_THERM-8BIT-N.PNG","CHESS_FL1_S_160408_005045.338_COLOR-8-BIT.JPG",244,93,2433,370,2945,882,"Anomaly","NA"
"139079","20160408005432.136GMT","CHESS_FL1_S_160408_005432.136_THERM-16BIT.PNG","CHESS_FL1_S_160408_005432.136_THERM-8BIT-N.PNG","CHESS_FL1_S_160408_005431.334_COLOR-8-BIT.JPG",77,441,455,2003,967,2515,"Anomaly","NA"
"139111","20160408005523.454GMT","CHESS_FL1_S_160408_005523.454_THERM-16BIT.PNG","CHESS_FL1_S_160408_005523.454_THERM-8BIT-N.PNG","CHESS_FL1_S_160408_005523.454_COLOR-8-BIT.JPG",304,126,3140,339,3652,851,"Anomaly","NA"
"139112","20160408005523.454GMT","CHESS_FL1_S_160408_005523.454_THERM-16BIT.PNG","CHESS_FL1_S_160408_005523.454_THERM-8BIT-N.PNG","CHESS_FL1_S_160408_005523.454_COLOR-8-BIT.JPG",25,441,-126,3736,386,4248,"Anomaly","NA"
"139110","20160408005523.454GMT","CHESS_FL1_S_160408_005523.454_THERM-16BIT.PNG","CHESS_FL1_S_160408_005523.454_THERM-8BIT-N.PNG","CHESS_FL1_S_160408_005523.454_COLOR-8-BIT.JPG",18,439,-8,3697,504,4209,"Anomaly","NA"
"78616","20160421210008.597GMT","CHESS_FL12_C_160421_210008.597_THERM-16BIT.PNG","CHESS_FL12_C_160421_210008.597_THERM-8BIT-N.PNG","CHESS_FL12_C_160421_210008.597_COLOR-8-BIT.JPG",484,304,4548,2255,5060,2767,"Anomaly","NA"
"78768","20160421210155.082GMT","CHESS_FL12_C_160421_210155.082_THERM-16BIT.PNG","CHESS_FL12_C_160421_210155.082_THERM-8BIT-N.PNG","CHESS_FL12_C_160421_210155.082_COLOR-8-BIT.JPG",156,148,1006,803,1518,1315,"Anomaly","NA"
